idx,sentence,label
1328,"Immunomarkers 
that may be useful to assess for metastatic carcinoma to the lung include 
those for breast carcinoma (ERα, PR, GCDFP 15, mammaglobin, 
GATA 3), renal cell carcinoma (PAX8), papillary serous carcinoma (PAX8, 
PAX2, ER), and adenocarcinomas of the gastrointestinal tract (CDX2) or prostate gland (NKX3.1).",NSCLC
4396,"Ultimately, the role of surgery in SCLC will not be fully 
delineated  until prospective trials in patients who are rigorously staged 
compare surgery plus adjuvant chemotherapy versus  concurrent 
chemoradiotherapy.",SCLC
3787,Prescribing information: repotrectinib capsules for oral use.,NSCLC
526,"Degree of 
mediastinal lymph node involvement and impact on survival.",NSCLC
3456,"Safety of checkpoint inhibitors for cancer 
treatment: strategies for patient monitoring and management of immune
mediated adverse events.",NSCLC
2525,J Clin Oncol 2014;32(Suppl 5):Abstract 8001.,NSCLC
58,"NSCLE 4 of 6
 Adjuvant Chemotherapy
Bullet 1 modified: For stage IB and IIA (T2b, N0) and negative margins, adjuvant chemotherapy is recommended for highrisk features.",NSCLC
1846,"As previously noted, evaluation of the mediastinal nodes is a key step in 
further staging of the patient.",NSCLC
3710,"Cote ML, Haddad R, Edwards DJ, et al. Frequency and type of 
epidermal growth factor receptor mutations in African Americans with non
small cell lung cancer.",NSCLC
1467,"However, IMRT yielded lower rates of severe pneumonitis 
compared with 3D CRT (3.5%  vs. 7.9%; P  = .039).491",NSCLC
167,"It is preferable to biopsy the pathology that would 
confer the highest stage (ie, to biopsy a suspected metastasis or mediastinal lymph node rather than the pulmonary lesion).",NSCLC
1966,"Systemic therapy is recommended 
for disseminated disease.",NSCLC
3447,"Severe immune related 
adverse events are common with sequential PD (L)1 blockade and 
osimertinib.",NSCLC
2334,"Oestrogen plus 
progestin and lung cancer in postmenopausal women (Women's Health 
Initiative trial): a post hoc analysis of a randomised controlled trial.",NSCLC
285,"An EBUSTBNA negative for malignancy in a clinically ( FDG
PET/CT and/or CT) positive mediastinum should undergo subsequent mediastinoscopy prior to surgical resection.",NSCLC
347,"(if not previously given)T790M+
T790MSystemic therapyddd,eee Adenocarcinoma (NSCLK 1 of 5) or  
Squamous Cell Carcinoma (NSCLK 2 of 5)Progression (NSCL22)
Progression, 
see therapy for 
multiple lesions, 
below
Progression (NSCL22)
Progression (NSCL22)Limited 
progressionzzEGFR  EXON 19 DELETION OR EXON 21 L858R",NSCLC
424,"Definitive diagnosis requires a resection specimen, although it may be suggested based 
on findings in small biopsies, cytology, or excisional biopsies.",NSCLC
1882,"In some instances, positive mediastinal nodes (N2) are 
discovered at surgery; in this setting, an additional assessment of staging and tumor resectability must be made, and the treatment (ie, inclusion of 
systematic mediastinal lymph node  dissection) must be modified 
accordingly.",NSCLC
665,"Stereotactic ablative radiotherapy for operable stage I nonsmallcell lung 
cancer (revised STARS): longterm results of a singlearm, prospective trial with prespecified 
comparison to surgery.",NSCLC
4541,"ligand 3 (DLL 3) 
and CD3 .215 DLL3  is abnormally expressed on the surface of the majority 
of SCLC cells (85 94%) and inhibits Notch A phase 2 trial evaluated the 
activity and safety of two doses (10  mg and 100  mg) of IV tarlatamab dlle 
in patients with SCLC that had relapsed or was refractory to one platinum 
based treatment and at least one other regimen  (n = 176).216",SCLC
3527,"Sustained care intervention and 
postdischarge smoking cessation among hospitalized adults: a 
randomized clinical trial.",NSCLC
4007,"If primary site and lymph nodes appear resectable, perform anatomic resection, preferably lobectomy.",SCLC
1292,"For example, radial endobronchial 
ultrasound (EBUS; also known as endosonography ), navigational 
bronchoscopy, or transthoracic needle aspiration (TTNA) are recommended for patients with suspected peripheral nodules.",NSCLC
4280,"N0 M0
Stage IB T2a N0 M0
Stage IIA T2b N0 M0
Stage IIB T1a N1 M0
T1b",SCLC
4292,"............................  2 
Literature Search Criteria ................................ ................................",SCLC
690,"Int J Radiat Oncol Biol Phys 
2016;95:122635.",NSCLC
2643,"Gefitinib or carboplatin
paclitaxel in pulmonary adenocarcinoma.",NSCLC
3639,"Integration of 
Stereotactic Body Radiation Therapy With Tyrosine Kinase Inhibitors in 
Stage IV Oncogene",NSCLC
1264,"Individuals who do not smoke also 
have an increased relative risk (RR = 1.24) of developing lung cancer if they are exposed to tobacco smoke from those who smoke, termed 
second hand smoke ; other studies have reported a modest risk (hazard 
ratio [HR], 1.05).",NSCLC
2873,"Patterns of survival and recurrence after surgical treatment of early stage non small cell lung carcinoma in the 
ACOSOG Z0030 (ALLIANCE) trial.",NSCLC
2420,"Diagnosis of lung cancer in 
small biopsies and cytology: implications of the 2011 International 
Association for the Study of Lung Cancer/American Thoracic 
Society/European Respiratory Society classification.",NSCLC
3984,"There is no 
minimal percentage of NSCLC histologic elements required; when any are present along with SCLC, this can be called combined SCLC, except in combination 
with LCNEC.",SCLC
2154,"Definitive local therapy has a role in the treatment of metastatic ROS1 
positive NSCLC.",NSCLC
266,"Multiple studies suggest that nextgeneration 
sequencing (NGS) testing with broad gene coverage may allow for unambiguous 
determination of clonal relatedness among separate lung nodules.",NSCLC
1983,"If results are 
unknown  or pending , patients  can be  treated as if they do not have  driver 
oncogenes.",NSCLC
1894,"Patients with negative mediastinal biopsy findings are 
candidates for surgery.",NSCLC
5016,"Available at: https://www.icru.org/report/prescribing recording and
reporting intensity modulated photon beam therapy imrticru report 83.",SCLC
93,"NSCLI
 Genetic Alteration
FGFR alterations added
 Available Targeted Agent
Erdafitinib added
 Footnote a, second sentence modified: 
Previous:",NSCLC
3351,"Osimertinib in resected EGFR mutated 
nonsmall cell lung cancer.",NSCLC
2789,"N Engl J Med 
2018;378:113 125.",NSCLC
1977,"The goal 
of broad molecular profiling is to identify  driver alterations  that can guide 
use of available targeted therapies  or to appropriately counsel patients 
regarding  potential clinical trials  that may be available.",NSCLC
1078,"Adagrasib in nonsmallcell lung cancer harboring a KRAS G12C 
mutation.",NSCLC
1905,"Although criteria have been established for diagnosing 
multiple lung cancers, no definitive method has been established before treatment.",NSCLC
1344,"A predictive  biomarker is indicative of therapeutic efficacy, 
because there is an interaction between the biomarker and therapy on patient outcome.",NSCLC
3384,"Final results of the randomized phase III CHARTWEL trial (ARO 97 1) comparing 
hyperfractionated accelerated versus conventionally fractionated 
radiotherapy in non small cell lung cancer (NSCLC).",NSCLC
3937,"Following 
Primary 
Treatment 
(SCL6)o,pSystemic therapym
± mediastinal RTn 
(sequential or 
concurrent)N+
Medically 
inoperable or 
decision made 
not to pursue 
surgical resection
SCL4SABRn
or
Systemic therapym
+ concurrent RTn
(SCL4)Systemic therapym,qR0
R1/R2 Systemic therapym + concurrent RTn
j",SCLC
4961,"Efficacy and safety of 
nivolumab (nivo) monotherapy versus chemotherapy (chemo) in recurrent 
small cell lung cancer (SCLC): Results from CheckMate 331 [abstract].",SCLC
2091,"After 3 years,  the PFS was 43% for brigatinib versus 19% for 
crizotinib (HR, 0.48).",NSCLC
3998,"Pathol 2020;96:833.
13 Wang Y, Jin Y, Shen X, et al. POU2F3: A sensitive and specific diagnostic marker for neuroendocrinelow/negative small cell lung cancer.",SCLC
1326,"TTF 1 is typically negative in 
squamous cell carcinoma.",NSCLC
5038,"Stereotactic body radiotherapy with 
concurrent chemotherapy extends survival of patients with limited stage 
small cell lung cancer: a single center prospective phase II study.",SCLC
2003,"Only 6% 
of patients receiving osimertinib had central nervous system ( CNS ) 
progression events when compared with 15% of those receiving erlotinib 
or gefitinib.371 Grade 3 or higher adverse events (AEs)  were reported in 
34% of patients receiving osimertinib and 45% of those receiving 
erlotinib or gefitinib.371 An updated analysis showed that median  overall 
survival  (OS) was 38.6 months  with osimertinib compared with 31.8 
months for either  erlotinib or gefitinib  (HR, 0.8; P = .046).18  FLAURA2, a phase 3 open label randomized study, evaluated first line 
therapy with osimertinib in combination with chemotherapy (pemetrexed 
and either cisplatin or carboplatin) versus osimertinib monotherapy in 557 patients with advanced NSCLC with EGFR  exon 19 deletion or 
L858R.
1032",NSCLC
2704,"Efficacy of immune 
checkpoint inhibitors alone or in combination with chemotherapy in 
NSCLC harboring ERBB2 mutations.",NSCLC
718,"Exclusion of elective nodal irradiation is associated with minimal elective 
nodal failure in nonsmall cell lung cancer.",NSCLC
240,"CLINICAL PRESENTATION INITIAL TREATMENT ADJUVANT TREATMENT
Superior 
sulcus tumor 
(T3 invasion, 
N01)
Superior sulcus 
tumor 
(T4 invasion, 
N01)Preoperative 
concurrent 
chemoradiationn,t
Possibly 
resectablem
UnresectablemPreoperative 
concurrent 
chemoradiationn,t
Definitive concurrent 
chemoradiationn,tSurgical 
reevaluation 
including chest 
CT with or 
without contrast 
± FDGPET/CTwResectable
UnresectableComplete definitive 
chemoradiationn,t
Durvalumabt,v (if no 
EGFR exon 19 deletion 
or L858R) (category 1) 
or 
Osimertinibt,v  
(category 1)",NSCLC
752,"An individual patient data metaanalysis of outcomes and prognostic factors 
after treatment of oligometastatic nonsmallcell lung cancer.",NSCLC
1576,"Although the trial closed early, a significant survival benefit was 
seen in patients with stages IIB and IIIA disease who received 
preoperative chemotherapy (HR, 0.63).694",NSCLC
33,"The following modified: Interrupt current therapy  and start, followed by  Osimertinib (preferred) or Amivantamabvmjw + lazertinib
Footnote xx added: If there is a good response to current therapy, it is reasonable to continue therapy.",NSCLC
4507,The optimal duration of subsequent systemic therapy has not been fully explored.,SCLC
4147,"Although CC001 did not include patients with brain metastases from SCLC, it is reasonable to extrapolate the findings to SCLC.",SCLC
3641,"A randomized trial 
comparing preoperative chemotherapy plus surgery with surgery alone in patients with non small cell lung cancer.",NSCLC
1691,"Median ov erall survival was 
18.6 months (95% CI, 16.0 21.2) in the atezolizumab plus chemotherapy  
arm versus 13.9 months (95% CI, 12.0 18.7) in carboplatin plus 
albumin bound paclitaxel  arm (HR, 0. 79; 95% CI, 0.64 0.98; P = .033).",NSCLC
1743,"Based on histology or PD 1 levels, 
overall  survival was also significantly different in patients receiving 
nivolumab plus chemotherapy compared with chemotherapy alone .",NSCLC
2972,"An Ontario Clinical Oncology Group 
(OCOG) randomized trial (PET SMART) of FDG PET/CT in patients with 
stage 3 non small cell lung cancer (NSCLC): impact of PET on radiation 
treatment volumes",NSCLC
1178,"A randomized study comparing cisplatin or carboplatin with 
etoposide in patients with advanced nonsmall cell lung cancer: European Organization for Research and 
Treatment of Cancer Protocol 07861.",NSCLC
2517,CA Cancer J Clin 2017;67:138 155.,NSCLC
1157,"Atezolizumab and hyaluronidasetqjs has different dosing and administration 
instructions compared to IV atezolizumab.l Monitoring During Subsequent Therapy or Maintenance Therapy:",NSCLC
4048,"J Clin Oncol 1995;13:16321641.
2 FaivreFinn C, Snee M, Ashcroft L, et al.",SCLC
2720,"Activation of MET via diverse exon 14 splicing alterations occurs in multiple tumor types and 
confers clinical sensitivity to MET inhibitors.",NSCLC
2788,"Osimertinib in Untreated 
EGFR Mutated Advanced Non",NSCLC
910,FISH may have better sensitivity for gene amplification events in some circumstances.,NSCLC
1423,"In patients with 
ROS1 positive metastatic NSCLC, data suggest the response rate is 
about 17% for  single agent ICIs.184",NSCLC
4787,"Albain KS, Crowley JJ, LeBlanc M, Livingston RB.",SCLC
1272,"It is in the best interest of patients to 
quit smoking tobacco.",NSCLC
51,"NSCLC 3 of 10
 SABR for NodeNegative EarlyStage NSCLC
Bullet 4 added: Retrospective data suggest that chemotherapy in addition to SABR provides a survival advantage for patients with large tumors (≥5 
cm).",NSCLC
751,"Int J Radiat 
Oncol Biol Phys 2010; 76:11061113.",NSCLC
2344,"Jha P, Ramasundarahettige C, Landsman V, et al. 21st century 
hazards of smoking and benefits of cessation in the United States.",NSCLC
1952,"In patients with N2 disease and negative margins, 
options include 1) chemotherapy (category 1); or 2) sequential 
chemotherapy with radiation.",NSCLC
2066,"The median OS  was 12.5 month s and t he objective  
response rate was 37.1% ; a complete response was reported in 4 
patients.",NSCLC
3404,"Concurrent versus 
sequential chemoradiotherapy with cisplatin and vinorelbine in locally advanced non small cell lung cancer: a randomized study.",NSCLC
2567,"Cell Stem Cell 2017;21:374 
382 e374.",NSCLC
1560,"Although it is technically easier to use a resected 
specimen to do molecular testing, it is also acceptable to use initial 
diagnostic biopsy specimens.",NSCLC
3713,"Prescribing information: osimertinib tablets, for oral use.",NSCLC
4868,"Intensive 
chemotherapy of small cell bronchogenic carcinoma.",SCLC
3010,"Radiation dose volume 
effects in the heart.",NSCLC
120,"When possible, these patients should be encouraged to enroll in chemoprevention trials.",NSCLC
4284,"Any N M1b
Stage IVB Any T",SCLC
1658,"184,371 373,827 For patients receiving first line ICIs with 
or without chemotherapy, oncologists should be aware of the long 
halflife of the ICIs and potential adverse effects when using osimertinib  
in combination with or following ICIs.828,829",NSCLC
3939,"If endoscopic lymph 
node biopsy is positive, additional mediastinal staging is not required.",SCLC
618,"Commonly Used Doses for Conventionally Fractionated and  
Palliative RTTable 4.",NSCLC
4850,"Phase III trial of 
irinotecan/cisplatin compared with etoposide/cisplatin in extensive stage 
small cell lung cancer: clinical and pharmacogenomic results from SWOG 
S0124.",SCLC
3681,"Phase II study of stereotactic 
body radiotherapy to primary tumor and metastatic locations in 
oligometastatic nonsmall cell lung cancer patients.",NSCLC
2847,"Randomized trial of 
mediastinal lymph node sampling versus complete lymphadenectomy 
during pulmonary resection in the patient with N0 or N1 (less than hilar) 
nonsmall cell carcinoma: results of the American College of Surgery 
Oncology Group Z0030 Trial.",NSCLC
3178,"small Cell Lung 
Cancer: Japan Clinical Oncology Group (JCOG0403).",NSCLC
2676,"Optimization of patient selection for 
gefitinib in non small cell lung cancer by combined analysis of epidermal 
growth factor receptor mutation, K ras mutation, and Akt phosphorylation.",NSCLC
2867,Interact Cardiovasc Thorac Surg 2013;16:244 249.,NSCLC
2889,"assisted thoracoscopic 
surgery lobectomy at 20 years: a consensus statement.",NSCLC
1518,"At 3 months after SRS alone, patients had less cognitive deterioration 
(40/63 patients",NSCLC
31,Footnote oo added: Testing for HER2 IHC is recommended at some point during progression.,NSCLC
1287,"For patients having repeat 
scans, the most important radiologic factor is change or stability of a nodule when compared with a previous imaging study.",NSCLC
7,Testing for HER2 IHC or cMet/MET IHC is recommended at some point during progression.,NSCLC
529,"Ann Thorac Surg 
2000;70:18261831.14 Higgins K, Chino JP, Marks LB, et al.",NSCLC
3925,"Consider molecular profilingg
 Integrate palliative care.",SCLC
3934,"STAGE ADDITIONAL WORKUPb
 If pleural effusion is present, 
thoracentesis is  
recommended; if 
thoracentesis inconclusive, 
consider thoracoscopyh
 Pulmonary function tests  
(PFTs) during evaluation for 
surgery or definitive RT
 Multidisciplinary evaluation 
is recommended before 
surgery
 Bone imaging (radiographs  
or MRI) as appropriate if  
FDGPET/CT equivocal 
(consider biopsy if bone 
imaging is equivocal)
 Unilateral marrow  
aspiration/biopsy in select 
patientsiLimited stage:",SCLC
4381,"Thoracentesis with cytologic analysis is recommended if pleural effusion is 
large enough to be safely accessed via ultrasound guidance.",SCLC
3443,"Randomized phase III trial of 
single agent pemetrexed versus carboplatin and pemetrexed in patients 
with advanced non small cell lung cancer and Eastern Cooperative 
Oncology Group performance status of 2.",NSCLC
4343,"However, mitotic figures are difficult to count  in small biopsy samples with 
crushed or necrotic cells .",SCLC
1748,"The most 
common treatment related adverse events (≥15%) were nausea, anemia, 
asthenia, and diarrhea.",NSCLC
2183,"Either  may be used as a subsequent therapy option for NTRK1/2/3 gene 
fusion positive metastatic NSCLC  if larotrectinib or entrectinib was not 
previously given as first line therapy .",NSCLC
4097,"A potential treatment option for transformed 
smallcell lung cancer on PDL1 inhibitorbased combination therapy improved 
survival.",SCLC
3980,"In tumors that are near the defined cutoffs of 2 or 10 mitoses per 2 mm2, at least three 2mm2 fields should be counted and the calculated mean (rather than the 
single highest mitotic count) should be used to determine the overall mitotic rate.1,2
 SCLC is often associated with necrosis.",SCLC
3654,"small cell lung cancer treated with 
adjuvant chemotherapy: a review of the National Cancer Data Base.",NSCLC
451,"Immunostains sensitive and specific for pleural mesothelioma include WT 1, calretinin, CK5/6, and D240 (usually negative in 
adenocarcinoma).   
Immunostains sensitive and specific for adenocarcinoma include pCEA, Claudin4, TTF1, and napsin A (negative in pleural mesothelioma).",NSCLC
2013,"No statistically significant 
difference in OS was reported in the interim analysis.",NSCLC
2394,"Lyon, France:: International Agency for Research on Cancer; 2021.  
83.",NSCLC
2542,"Small Cell Lung Cancer: A Phase 1/2 
Open label Nonrandomized Clinical Trial.",NSCLC
3375,"J Clin Oncol (Meeting Abstracts) 
1993;12:329.",NSCLC
2636,"Gefitinib versus cisplatin plus docetaxel in patients with non small cell lung cancer harbouring mutations 
of the epidermal growth factor receptor (WJTOG3405): an open label, 
randomised phase 3 trial.",NSCLC
922,"Many of the less commonly observed alterations in EGFR, which cumulatively account for ~10% of EGFRmutation positive NSCLC (ie, 
exon 21 p.L861Q, exon 18 p.G719X, and exon 20 p.S768I mutations) , are also associated with responsiveness to certain EGFR TKIs, such 
as osimertinib and afatinib, and should be considered on a mutationspecific basis, when possible.",NSCLC
1203,"Singleagent versus combination chemotherapy in advanced 
nonsmall cell lung cancer: the cancer and leukemia group B (study 9730).",NSCLC
1788,"The estimated rate of overall survival at one year 
was 69.2% (95% CI, 64.1% 73.8%) in patients receiving pembrolizumab  
plus chemotherapy versus 49.4% (95% CI, 42.1 %56.2%) for 
chemotherapy alone (HR for death, 0.49; 95% CI, 0.38 0.64; P < .001) 
after a median follow up of 10.5 months.",NSCLC
4509,"For these reasons, subsequent systemic therapy should be 
continued until progression of disease or developm ent of unacceptable 
toxicity.",SCLC
2592,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the 
interpretation of sequence variants: a joint consensus recommendation of 
the American College of Medical Genetics and Genomics and the 
Association for Molecular Pathology.",NSCLC
1055,"Atezolizumab and hyaluronidasetqjs has different dosing 
and administration instructions compared to IV atezolizumab.",NSCLC
4469,"No survival benefits 
were documented in randomized trials, and excessive treatment related 
mortality w ere noted with weekly cyclic  multidrug chemotherapy 
regimens.152155 
Despite the recent success with atezolizumab /chemotherapy or 
durvalumab/chemotherapy regimens , other immunotherapy based 
strategies have not been as favorable.",SCLC
4638,"Median survival was 
29.2 months in those receiving SABR/che motherapy versus  31.2 months in those receiving chemoradiation ( P = .77).",SCLC
4504,"Unfortunately, m ost patients relapse in 6 
months or less.197,198 Note that the European Society for Medical Oncology 
(ESMO)",SCLC
3135,"Definition of 
stereotactic body radiotherapy: principles and practice for the treatment of 
stage I non small cell lung cancer.",NSCLC
1909,"One of the 
goals during multidisciplinary evaluation for multiple lung cancers is to 
assess whether patients have lung nodules that can be observed instead 
of erroneously assuming that patients have stage IV NSCLC .",NSCLC
73,"J Natl Compr Canc 
Netw 2024;22:e237072.",NSCLC
4467,"The role of high  dose chemotherapy for patients with SCLC remains 
controversial.",SCLC
4332,"Given the occurrence of 
paraneoplastic neurologic syndromes in individuals with SCLC, the Panel 
recommends considering early subspecialty consultation for most recent 
management .",SCLC
3865,"Erlotinib in 
previously treated non small cell lung cancer.",NSCLC
4703,U.S. National Library of Medicine Key MEDLINE® indicators.,SCLC
4587,"The response rate improved for patients with 
methylated MGMT compared to those with unmethylated MGMT (38% vs. 
7%; P = .08).",SCLC
615,Please note: Tables 14 provide doses and constraints used commonly or in past clinical trials as useful references rather than specific recommendations.,NSCLC
2020,"Targeted therapies are also recommended as an option if an EGFR  exon 
19 deletion or EGFR  exon 21 L858R  mutation is discovered during 
firstline systemic therapy.",NSCLC
1756,"At 18 months, the overall survival rate was 
39% (95% CI, 34% 45%) with nivolumab compared with 23% (95% CI, 
19%28%) for docetaxel.",NSCLC
821,"Atezolizumab and hyaluronidasetqjs 
has different dosing and administration instructions compared to IV atezolizumab.",NSCLC
4026,"Chemoradiotherapy with or without granulocytemacrophage colonystimulating factor in the treatment of limited stage smallcell 
lung cancer: a prospective phase III randomized study of the Southwest Oncology Group.",SCLC
2741,"Pralsetinib for RET fusion
positive non small cell lung cancer (ARROW): a multi cohort, open label, 
phase 1/2 study.",NSCLC
3501,N Engl J Med 2015;372:2018 2028.,NSCLC
2430,"N Engl J Med 2022;386:1973 
1985.",NSCLC
925,"If EGFR p.T790M is identified in the absence of prior EGFR TKI therapy, genetic counseling and possible germline genetic testing are 
warranted.",NSCLC
1728,"In addition, first line therapy with 
nivolumab plus ipilimumab or chemotherapy was  compared as one of the 
coprimary analyses in patients who had high TMB levels (≥10 
mutations/megabase) .378",NSCLC
4177,"Thoracic irradiation in 3 weeks for 
limited stage small cell lung cancer:",SCLC
5012,Int J Radiat Oncol Biol Phys 2004;59:460 468.,SCLC
1632,"In the United States, frequently used initial cytotoxic regimens for stage IV nonsquamous NSCLC include: 1) cisplatin (or carboplatin)  plus 
pemetrexed; or 2) carboplatin plus paclitaxel with (or without) 
bevacizumab.",NSCLC
2575,"Therapy for Stage IV Non
Small",NSCLC
1268,"More than 20 studies have been published, but 
the results have been inconsistent.",NSCLC
711,"A randomized trial of postoperative adjuvant therapy in patients with 
completely resected stage II or IIIA nonsmallcell lung cancer.",NSCLC
952,Point Mutations: BRAF is a serine/threonine kinase that is part of the canonical MAP/ERK signaling pathway .,NSCLC
705,"Induction chemoradiation is not superior to induction chemotherapy alone in 
stage IIIA lung cancer.",NSCLC
4263,"Excludes T34 due to multiple lung nodules that 
are too extensive or have tumor/nodal volume that is too large to be encompassed in a tolerable radiation plan.",SCLC
4880,"Randomized trial 
comparing weekly versus 3 week chemotherapy in small cell lung cancer: 
A cancer research campaign trial.",SCLC
2256,"A 
phase 3 randomized trial assessed r amucirumab  plus docetaxel versus 
docetaxel as subsequent therapy options for all histologic subtypes.1153 
Docetaxel has been proven superior to best supportive care, vinorelbine, 
or ifosfamide with improved survival and quality of life.1146,1147 When 
compared with docetaxel, pemetrexed has similar median survival but less 
toxicity.1148,1154 Pemetrexed is a recommended subsequent therapy option 
for eligible patients with metastatic nonsquamous NSCLC.891 Docetaxel is 
recommended for patients with wild type EGFR  tumors based on two randomized trials comparing erlotinib versus docetaxel.1155,1156 Patients 
often have a limited response to subsequent therapy other than ICIs, 
although chemotherapy may serve a useful palliative role.1157  
ABOUND, a phase 2 trial, assessed albumin bound paclitaxel with or 
without oral 5 azacitidine as subsequent therapy in 161 patients with 
advanced nonsquamous NSCLC.1158 Median overall survival was 8.1 
months with combination therapy and 17 months with single agent 
albumin bound paclitaxel (HR, 1.7; 95% CI, 1.08 2.57).",NSCLC
2486,"Am J Surg Pathol 2010;34:1805
1811.",NSCLC
4098,"Lung Cancer 2023;175:6878.
47 Schoenfeld AJ, Arbour KC, Rizvi H, et al.",SCLC
3482,"Incidence of 
Programmed Cell Death 1 Inhibitor Related Pneumonitis in Patients With 
Advanced Cancer: A Systematic Review and Meta analysis.",NSCLC
226,"[optional])N0 or N1
N2 or N3OperableSurgical exploration and resectionm 
+ mediastinal lymph node 
dissection or systematic lymph 
node sampling after preoperative 
systemic therapy, if plannedp 
Definitive 
RT, 
preferably  
SABRn,p Consider 
adjuvant 
chemotherapyn 
for high
risk stage II 
(especially T2b3)",NSCLC
2494,"Arch Pathol Lab Med 
2020;144:1075 1085.",NSCLC
2998,"ICRU Report 83: prescribing, recording, and reporting intensity 
modulated photon beam therapy (IMRT).",NSCLC
935,"ALK (anaplastic lymphoma kinase) Gene Rearrangements: ALK is a receptor tyrosine kinase that can be rearranged in NSCLC, resulting in 
dysregulation and inappropriate signaling through the ALK kinase domain.",NSCLC
4152,"American Radium Society Appropriate 
Use Criteria: Radiation Therapy for LimitedStage SCLC 2020.",SCLC
2981,I non small cell lung cancer.,NSCLC
1878,"Second line targeted therapy options are 
recommended for eligible patients with metastatic NSCLC and positive 
test results for EGFR  exon 20 insertions or KRAS  p.G12C  mutations.",NSCLC
1876,"As previously mentioned, accurate pathologic assessment and staging are 
essential before treatment for NSCLC, because management varies 
depending on the stage, histology, presence of genetic variants, and PS.",NSCLC
4782,"Whole body (18)F FDG PET 
improves the management of patients with small cell lung cancer.",SCLC
2369,"Adverse effects and tolerability of medications for 
the treatment of tobacco use and dependence.",NSCLC
2272,"CA Cancer J 
Clin 2024;74:12 49.",NSCLC
5033,"Stereotactic body 
radiation therapy based treatment model for stage I medically inoperable 
small cell lung cancer.",SCLC
3195,"Int 
J Radiat Oncol Biol Phys 2014;90:402 406.",NSCLC
4272,"T1b Tumor >1 cm but ≤2 cm in greatest dimension
T1c Tumor >2 cm but ≤3 cm in greatest dimension
T2 Tumor >3 cm but ≤5 cm or having any of the following features: (1) Involves the main bronchus, regardless of distance to the 
carina, but without involvement of the carina; (2) Invades visceral pleura (PL1 or PL2); (3) Associated with atelectasis or obstructive 
pneumonitis that extends to the hilar region, involving part or all of the lung.",SCLC
764,"A Medical Research Council (MRC) 
randomised trial of palliative radiotherapy with two fractions or a single fraction in patients 
with inoperable nonsmallcell lung cancer (NSCLC) and poor performance status.",NSCLC
4127,"Prophylactic Cranial Irradiation :  
 In patients with limited stage SCLC (LSSCLC) who have a good response to initial therapy, PCI decreases brain metastases and increased overall 
survival39,40 in metaanalyses of past clinical trials.",SCLC
2547,"Mazieres J, Drilon A, Lusque A, et al. Immune checkpoint inhibitors 
for patients with advanced lung cancer and oncogenic driver alterations: 
results from the IMMUNOTARGET registry.",NSCLC
3476,"Journal of Clinical 
Oncology 2020;38:9501 9501.",NSCLC
696,"Improved survival in stage III nonsmallcell lung cancer: sevenyear followup 
of cancer and leukemia group B (CALGB) 8433 trial.",NSCLC
2910,"Non Small Cell Lung Cancer After Complete 
Resection and Adjuvant Chemotherapy: The Phase 3 PORT C 
Randomized Clinical Trial.",NSCLC
3249,"Neurocognitive function 
impairment after whole brain radiotherapy for brain metastases: actual 
assessment.",NSCLC
1253,"It is estimated that 81% of lung cancer deaths in 2024 will be 
caused directly by cigarette smoking.1  
There have been significant  improvements in the treatment of lung 
cancer, including  advances in screening; minimally invasive techniques 
for diagnosis and treatment; radiation therapy (RT), including stereotactic 
ablative radiotherapy (SABR); as well as new targeted therapies  and 
immunotherapies.49 The availability of these new treatments is 
associated with improved survival rates for patients with NSCLC.",NSCLC
1742,"Updated  data show that the median overall survival with 
nivolumab plus ipilimumab  plus chemotherapy was 15. 8 months (95% CI, 
13.9 19.7) versus 11.0  months (95% CI, 9.5 12.7) with chemotherapy 
alone regardless of histology or PD L1 expression levels (HR, 0. 72; 95% 
CI, 0.61 0.86).",NSCLC
2578,"Guidelines for Validation of 
NextGeneration Sequencing",NSCLC
2968,"Int J 
Radiat Oncol Biol Phys",NSCLC
1461,"450,453,471 475  
General Principles  
Treatment recommendations should be made by a multidisciplinary team.",NSCLC
2226,"For patients with metastatic squamous cell NSCLC who have contraindications to ICIs , recommended options include cisplatin 
plus gemcitabine (category 1).",NSCLC
4889,"Randomized phase II III study of 
bevacizumab in combination with chemotherapy in previously untreated 
extensive small cell lung cancer: results from the IFCT",SCLC
4277,"Used with permission of the American College of Surgeons, Chicago, Illinois.",SCLC
2714,"Adagrasib in non small cell 
lung cancer harboring a KRAS(G12C) mutation.",NSCLC
4980,"Randomized, double blind, 
phase II study of temozolomide in combination with either veliparib or 
placebo in patients with relapsed sensitive or refractory small cell lung 
cancer.",SCLC
3653,"Postoperative 
radiotherapy for pathologic N2 non",NSCLC
3223,"Bezjak A, Paulus R, Gaspar LE, et al. Safety and Efficacy of a Five 
Fraction Stereotactic Body Radiotherapy Schedule for Centrally Located 
NonSmall Cell Lung Cancer: NRG Oncology/RTOG 0813 Trial.",NSCLC
1359,"173,204 
Broad genomic profiling may be used to assess for mechanisms of 
resistance in patients who have had disease progression on targeted 
therapy.",NSCLC
463,"Surgeons should not deny surgery to patients solely due to smoking status, as surgery provides 
the predominant therapy for patients with earlystage lung cancer.",NSCLC
965,MET is a receptor tyrosine kinase.,NSCLC
